Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Saudi Arabia,SAU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,770490084598.258,718618864924.698,691439667015.678,771510491064.368,833397174883.629,809095167709.138,867841479415.538,1001225265366.95,1059856074452.02,..
Saudi Arabia,SAU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1602070121743.79,1527985835845.19,1613588906096.17,1728663154008.23,1705657527381.3,1455468175434.14,1742116683970.11,1994004880852.17,2043655308620.56,..
Saudi Arabia,SAU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,34.2235177246884,30.8975375375375,28.7961495283881,26.1230627629982,28.2955513197469,27.6914941872522,25.4481198626637,26.4274045901236,29.3421201188179,..
Saudi Arabia,SAU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,0.787374421693095,1.30537351092227,0.734713774616693,0.544773695868422,0.644531120548462,0.601079356048205,0.305734496613357,0.29527343068195,0.590629141767828,..
Saudi Arabia,SAU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98,98,96,98,95,96,98,98,97,..
Saudi Arabia,SAU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,36.9399569658794,29.7462662662663,28.2485650242613,24.7570706925938,26.1089900267695,24.8115047047104,24.3681600690647,23.2923909521515,27.3778074633889,..
Saudi Arabia,SAU,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,44.6394956356455,42.4239039039039,44.9459762870026,49.1340096620488,46.0478188447691,39.470538950731,44.1735952545465,53.1366132942745,46.973674613507,..
Saudi Arabia,SAU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-16.4369469112862,-2.36045062575421,6.38731634132101,14.7336140424025,-2.02274033833496,-9.18456817699072,13.3007001530628,17.9839455619021,-2.96488667496891,..
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.776,78.354,78.721,78.75,78.313,77.596,77.089,77.31,78.732,..
Saudi Arabia,SAU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,56.49512898685,48.610960960961,49.8400920473066,50.9622359859501,49.461413119177,42.4708200457815,49.0791117374931,54.2194182398825,49.359912335304,..
Saudi Arabia,SAU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,13.022838193007,9.56048239449097,9.84622692397792,8.81333517624339,7.79458844216861,8.7921741101353,7.22921983667662,6.39742215278993,7.08638630224988,..
Saudi Arabia,SAU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,161.21011,143.4406683,117.5995716,117.9691219,115.2711969,120.052537,126.3611144,132.3800002,..,..
Saudi Arabia,SAU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,9,8.5,8,7.6,7.2,6.9,6.6,6.4,6.2,..
Saudi Arabia,SAU,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,89.0067502415,111.9274832711,125.0010893385,127.6565464948,113.1968627448,139.8961599034,..,..,..
Saudi Arabia,SAU,Net migration,SM.POP.NETM,465292,-26997,-920812,-988751,191582,-74725,-106287,977072,325691,122170
Saudi Arabia,SAU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,295434400,317361866.666667,290788000,334914666.666667,334029333.333333,302253072.128875,294914319.733333,287040447.160888,312346189.320891,..
Saudi Arabia,SAU,Population density (people per sq. km of land area),EN.POP.DNST,13.8700845238151,14.399377584675,14.4101498355577,14.0468072140634,13.9851787932213,14.6777023663877,14.320382473752,14.9673785522564,..,..
Saudi Arabia,SAU,Population growth (annual %),SP.POP.GROW,5.18685551856216,3.74506540506437,0.0747825622238132,-2.5537682578428,-0.439701419074031,4.833138517103,-2.46456261487283,4.41891994509507,3.32877939509885,..
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,29816382,30954198,30977355,30196281,30063799,31552510,30784383,32175224,33264292,..
Saudi Arabia,SAU,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..,..
Saudi Arabia,SAU,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,5.7,4.6,6.2,3.3,4,3.5,..,..,..,..
Saudi Arabia,SAU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,100.329742431641,101.868621826172,98.5084915161133,96.2086486816406,96.4636306762695,120.119132995605,..,..
Saudi Arabia,SAU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.4046163295448,20.7987575730923,25.7906229771974,28.5326216205745,29.483222132743,28.3940139101988,29.4527337475459,30.5056555296342,30.2812284416499,..
Saudi Arabia,SAU,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.69214630127,103.448150634766,106.085350036621,105.431549072266,103.157783508301,102.71240234375,101.51399230957,102.705947875977,..,..
Saudi Arabia,SAU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00355005264282,0.956160008907318,0.957579970359802,0.977729976177216,0.960340023040771,0.974160015583038,0.988870024681091,..,..,..
Saudi Arabia,SAU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.276008605957,105.049896240234,105.574378967285,105.882858276367,104.450019836426,103.277328491211,103.587013244629,119.968368530273,..,..
Saudi Arabia,SAU,Surface area (sq. km),AG.SRF.TOTL.K2,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,..,..
Saudi Arabia,SAU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,3.25862773573768,3.2827628158999,3.25981633813735,8.29249731233516,6.99777692253749,8.23747102959451,9.67348884669067,7.77202251312307,8.90827834777226,..
Saudi Arabia,SAU,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,28.3,4.04094603755622,4.6,4.52837236301312,4.5,4.5,4.5,4.5,14.2,17
Saudi Arabia,SAU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
